,song_state,song_artist,song_name,uris,duration_ms,popularity,date
235,New York,Bobby Short,Autumn in New York,spotify:track:5AaVQJRpdiNnucZcNv6MDx,214240,3,2005-05-17
236,New York,Steve Earle,N.Y.C.,spotify:track:4iJnWp26gbxkG6B25eGmpp,217346,22,1997-09-26
237,New York,Tiny Tim,"New York, New York",spotify:track:6vt80c1hMnEidE7V4bn9zc,232693,3,1996-01-01
238,New York,Doves,N.Y.,spotify:track:3e0U49WI7AS1UnPmX10wN7,346800,29,2002-01-01
239,New York,Carmen McRae,New York State of Mind,error,error,error,error
240,New York,Raekwon,King of New York,spotify:track:30dYQGNIVqaKvo60nNDAxT,211320,23,2015-06-26
241,New York,Rancid,Coppers,spotify:track:1g9OLlFClhXgcHbaHCbQ8X,301866,27,1998-06-30
242,New York,The Reverend Horton Heat,New York City Girls,spotify:track:6k7nBJtVKesWdpYmHcEJ3V,173333,10,2004-06-29
243,New York,Jamie Foxx,"The City's Yours (for the 2014 film ""Annie"")",error,error,error,error
244,New York,Johnny Mathis,New York State of Mind,spotify:track:3dp2XULRK3tS5GRj1c8NUf,321906,2,1979-09-17
245,New York,David,"New York, New York",spotify:track:6LKevElwoSMcL8u8HdET1n,193874,38,2020-03-27
246,New York,Carlos Santana,Three Nights in Rio,spotify:track:246GEgEKstPTH6QTMYsIOC,243800,15,2003-10-15
247,New York,Jazmine Sullivan,World Tour,spotify:track:1s2HOvPprUWPJ9SBwpHguM,227973,31,2009-01-01
248,New York,Yoko Ono,New York Woman,spotify:track:6oWxNEUWs04hlH5gvFLjc5,378173,0,2012
249,New York,Ray LaMontagne,New York City's Killing Me,spotify:track:0dUCBq4pmnxURFRoD20f2w,253466,42,2010-08-13
250,New York,Jeff Healey,Autumn in New York,spotify:track:7539vikOXKHQH1Y4hnyL63,288320,1,2010-06-04
251,New York,Rob Thomas,A New York Christmas,spotify:track:67tuiZHtgDAitP1yvBPwMA,280333,23,2003
252,New York,BOØWY,No N.Y.,spotify:track:1rF7mZSvPLKQSKfgnrQ3mg,210108,17,1982-03-21
253,New York,Kendall,New York City,spotify:track:5qUtsXr0r0juyvtVLGUF6I,221701,0,2018-03-20
254,New York,Mel Tormé,New York State of Mind,spotify:track:0ULnfnA57F0htIz6OX23vO,324626,6,1990-01-01
255,New York,The Manhattan Transfer,Boy from New York City,spotify:track:2KGTNgVuEJpcqPhxRCQhSy,222160,43,1981
256,New York,Bob Dylan,Talkin' New York,spotify:track:1X6dRpq3Wi6Jxthi8ZBBBz,197653,34,1962-03-19
257,New York,Trey Songz,Love Around the World,spotify:track:1BhRa8gtH9hNqmQIAgT9YG,213880,23,2014-07-01
258,New York,Chicago,Another Rainy Day In New York City,spotify:track:19PKMOoh2Rra8T50wrkq1X,181733,36,1976-06-14
259,New York,Interpol,NYC,spotify:track:2ZBYcZBEjn3Mih9ItJx6jT,259373,47,2002
260,New York,Tony Yayo,NY NY,spotify:track:29JrxhfHe2lxiuWPbfln0S,209813,28,2006-01-01
261,New York,Corinne Bailey Rae,Paris Nights/New York Mornings,spotify:track:0l4tZquzNX3KM43B6iHY76,231173,32,2010-01-01
262,New York,RZA,King of New York,error,error,error,error
263,New York,Pitbull,International Love,spotify:track:62zFEHfAYl5kdHYOivj4BC,227280,72,2011-06-17
264,New York,The Game,"New York, New York",spotify:track:1yMQslaMsOoei14TfGwkk2,141266,28,2016-01-22
265,New York,The Trammps,Night the Lights Went Out,spotify:track:7jSrD4hzMsUYLSCU4nr9bF,427160,31,1977
266,New York,The Trammps,The Night the Lights Went Out,spotify:track:7jSrD4hzMsUYLSCU4nr9bF,427160,31,1977
267,New York,Sogdee,Planet N.Y.,spotify:track:6KKEqZMAO3iuPSYbupfAQQ,299624,0,2018-03-17
268,New York,Dean Martin,Every Street's a Boulevard in Old New York,error,error,error,error
269,New York,Maroon 5,Chilly Winter [Demo],spotify:track:1hbbMyfgxjcFrW2v4ll8uQ,175106,33,2002
270,New York,Willie Nile,Streets of New York,spotify:track:7eOSU4CNX4aR9vnklMvn2U,383813,11,2006-02-28
271,New York,Nino Ferrer,NEW YORK,spotify:track:6cqAa83cHW0KFq9C8jFBRd,895634,14,2018-07-09
272,New York,Juju,New York New York,spotify:track:06aW1ZB5KLJB2Y3Z5K1fWj,289480,17,2018-12-05
273,New York,Joe Tex,One Monkey Don't Stop No Show,spotify:track:4pmiBE8CbMTELLsVQnUENs,180693,5,2000-11-06
274,New York,Graham Parker,New York Shuffle,spotify:track:2P2rwHy9V1mlAsstVfEMKu,178160,17,1977-10-01
275,New York,Restless Heart,New York (Hold Her Tight),spotify:track:0WJtRsXPMybQAux9l91kzS,218244,0,2012
276,New York,They Might Be Giants,New York City,spotify:track:5iHaYd7RynLUZOH9GlsK7h,183453,30,1996-10-08
277,New York,Ph Electro,Englishman In New York,spotify:track:6HZlrnlu4NBbEKNldMU8kJ,171914,39,2010-07-23
278,New York,Onyx,Walk in New York,spotify:track:3PF1qQjnFH9HehWNdNR5aP,297973,26,2015-09-25
279,New York,Talib Kweli,Country Cousins,spotify:track:4LPjSILW7ySNYm4MwughiS,272666,25,2007-08-21
280,New York,Frank Sinatra,Autumn In New York [Live],spotify:track:4MEKmKnYuaX7mKRw9SK0WF,165840,15,1974-10
281,New York,Bay City Rollers,Another Rainy Day in New York City,spotify:track:3cdL71N55ASrYfxPTgvJjg,260986,14,1978-10-16
282,New York,Kiss,New York Groove [Live Largo 1979],error,error,error,error
283,New York,Barry Manilow,Arthur's Theme (Best That You Can Do),spotify:track:6DV9FHzKytOXHlBFoIw7Bh,226906,37,2008-11-24
284,New York,N'Klabe,I Love Salsa!,spotify:track:2fhcGmlZZ0j3oAKTaiuk91,254946,47,2005-10-18
285,New York,Cat Power,New York,spotify:track:4dksbqpghucfzyXY19ggG3,121120,31,2008-01-21
286,New York,Sheila Jordan,Autumn in New York,spotify:track:003NgUB8LOeDd0xWlfOrIL,410066,0,2018-02-23
287,New York,Ernestine Anderson,Autumn in New York,spotify:track:7BzustlxXfGzkeif8x0e2L,208786,3,2019-10-04
288,New York,The Manhattan Transfer,Boy from New York City [DVD],error,error,error,error
289,New York,Plies,Awesome,spotify:track:5qQ051X1BDytzoaNcneqpb,218106,25,2010-06-07
290,New York,Shirley Horn,Sunday in New York,spotify:track:2gweQ9fWQZAl5ulAQwqXqB,102906,15,1965
291,New York,Boz Scaggs,Do Like You Do in New York,spotify:track:7aH5FmTz8MlNj9D5tXiEC5,224800,15,1980
292,New York,Graham Parker,The New York Shuffle,spotify:track:2P2rwHy9V1mlAsstVfEMKu,178160,17,1977-10-01
293,New York,The Undead,My Kinda Town,spotify:track:6auUn3JqiOZFeddAKVss4J,133093,10,2017-09-07
294,New York,"Young Thug, Trey Songz, Chris Brown",Dat Night,spotify:track:5UzFEGxjtUXPzyXH6T9mm5,164307,20,2019-12-06
295,New York,Blackbear,NYLA,spotify:track:5ovclwxhDdIU5UfVioEhCx,252097,55,2019-04-26
296,New York,Raekwon,Live from New York,spotify:track:0Ss2246fpQN1edfgwFSnAf,205600,26,1999-11-15
297,New York,Lea Michele,Christmas in New York,spotify:track:6ojf8Uq0jgu9zJggnifDHg,195906,30,2019-10-25
298,New York,Patsy Gallant,From New York to L.A.,spotify:track:7qmqjzRl72MHAfR89SM4Kb,222306,34,1976-01-01
299,New York,Esther Phillips,Native New Yorker,error,error,error,error
300,New York,Stone Temple Pilots,Art School Girl,spotify:track:4jI15xh4txiG1emdIhw2lk,215360,40,1996-03-26
301,New York,Brian Kennedy,New York,spotify:track:2TZmzN1LfxKNhiiw9U9p59,142293,0,2002-07-01
302,New York,Augustana,Hotel Roosevelt,spotify:track:0iZLoz842fs8jhYRtaKQ63,230733,24,2005
303,New York,Marc Drouin,Para-New York,spotify:track:1MbRpjn9U4ZG4yA0CKroLF,234346,1,2016-06-24
304,New York,Dawn Jameson,New York City,spotify:track:4UyvzWdo3RBMMTebmqBufv,148133,11,1972-04-19
305,New York,The Knocks,New York Luau,spotify:track:1mMShUsneWfzEwzs3oPjfa,219428,49,2019-07-26
306,New York,Billie Jo Spears,"Mr. Walker, It's All Over",spotify:track:0ps392UqjroU35BNX4l3HL,180128,24,2013-01-01
307,New York,Navii,New York 90,spotify:track:5geXuvvgAtYAkj3x3Nz0D1,161320,20,2018-09-21
308,New York,Kevin Johansen,New York Without You,spotify:track:3ll2K6BFdkSX5jgxjlKiV4,243903,37,2019-04-26
309,New York,White Lies,Tokyo,spotify:track:57PuRFQ41OhhWAFxLh7zXz,292372,51,2019-11-08
310,New York,"A Boogie wit da Hoodie, Pop Smoke",Hello,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,190534,72,2020-07-20
311,New York,Angels of Light,New York Girls,spotify:track:3jVfTyIZCoDYKwTtLR4YaR,491920,19,2001-03-05
312,New York,Christopher Jackson,Alexander Hamilton,error,error,error,error
313,New York,Ezra Koenig,New Dorp. New York.,spotify:track:2YKcA5ZkWQfVHd7bMIv4iw,180575,43,2014-10-07
314,New York,M.O.P.,New York Salute,spotify:track:4KYLeQTLX6zaldnVqjqQ9r,176160,15,1998-08-11
315,New York,Blondie,Jet Boy,error,error,error,error
316,New York,The Statler Brothers,New York City,spotify:track:5arnJj92N08FfBrWcCtIRs,171666,38,1970-10-13
317,New York,Bryan Lanning,NYC,spotify:track:6UXG8P591mc77isLLlVGjG,216262,17,2017-01-20
318,New York,福原美穂,Englishman in New York,error,error,error,error
319,New York,Josh Joplin,Empire State,spotify:track:5WiAqJNkjdVa9n0PL1AS0O,242320,0,2005-08-23
320,New York,Ben Lee,Grammercy Park Hotel,spotify:track:4xUyX6azvqcwYvPnnY9pPC,341000,2,1997-05-20
321,New York,Matt White,New York Girls,spotify:track:31m7Y2ySIYmCP4jZvZscVM,222826,4,2007-01-01
322,New York,Le Butcherettes,New York,spotify:track:7Ls8d57uv1D36x8GHVyOdL,118413,13,2011-05-10
323,New York,"Kanye West, Estelle",American Boy,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,284733,78,2008-03-28
324,New York,"Kanye West, Estelle, DJ Rashad",American Boy,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,284733,78,2008-03-28
325,New York,Oscar Peterson,Autumn in New York,spotify:track:4Eq0zH1kwTU9mj7BsNvH3F,161480,10,2011-01-01
326,New York,Ernestine Anderson,Sunday in New York,error,error,error,error
327,New York,Harry Nilsson,I Guess the Lord Must Be in New York City,spotify:track:4gFB9xxwrJB0uIEPSquCTU,161266,43,1969-08-01
328,New York,New York Dolls,Jet Boy,spotify:track:7h72gwGqjwnJC83qCja93c,280400,36,1973-01-01
329,New York,New York Dolls,Jet Boy [Live],spotify:track:2utxgj5A6OymtdzopHh9Lz,376386,4,2010-04-01
330,New York,Triumph,"New York City Streets, Pt. 2",error,error,error,error
331,New York,Eskimo Joe,New York,spotify:track:2wJ7A4y1l70WpEb1ABguVw,234213,17,2006
332,New York,Ex:Re,New York,spotify:track:0FVLea1QJ2uJFMaV7kt2ld,319608,28,2018-11-30
333,New York,Fabolous,So NY,spotify:track:7m857v7RZWnTbrNfHrEyfR,161760,21,2012-01-01
334,New York,Blossom Dearie,Autumn In New York,spotify:track:3B9U1FJIbnXhZKrOe7CTaE,227841,0,2014-03-19
335,New York,Rakim,New York (Ya Out There),spotify:track:1mZ9xGJuvdCAnDXstJ2MMx,243973,29,1996-11-04
336,New York,R.E.M.,Leaving New York,spotify:track:4lgVbDYZR1VV4gEkIueSiw,289333,52,2004-01-01
337,New York,Crazy Horse,This Land Is Your Land,spotify:track:4GagASVBQF8EyrKUV1iH0V,322413,29,2012-05-30
338,New York,50 Cent,Rotten Apple,spotify:track:4LWOizonzWdvRPhEgmbih4,266280,32,2006-01-01
339,New York,Jeri Southern,Autumn in New York,spotify:track:4vN17UVKn3za4XqZeTPqFi,152266,1,1956-01-01
340,New York,Caterina Valente,Autumn in New York,error,error,error,error
341,New York,Vampire Weekend,"Jerusalem, New York, Berlin",spotify:track:7lQgoAWAFAo0XW7dW2TL1y,174653,53,2019-05-03
342,New York,Charli XCX,anthems,spotify:track:2ljvO8ZpKFMT3HXwCjW4Yw,171813,58,2020-05-15
343,New York,Capone-N-Noreaga,"Blood Money, Pt. 3",error,error,error,error
344,New York,Capone-N-Noreaga,Blood Money (Part 3),error,error,error,error
345,New York,Ozark Mountain Daredevils,New York,spotify:track:0LLEJnsALoep12XUEPOfJ3,212323,2,1998-12-08
346,New York,Glee,New York State of Mind,spotify:track:6yvjTkgVh2NaT1r42nbIyM,221306,49,2012-11-27
347,New York,glee cast,New York State of Mind,spotify:track:6yvjTkgVh2NaT1r42nbIyM,221306,49,2012-11-27
348,New York,Ja Rule,New York,spotify:track:7xXvPyOiFCsB5SSpio5g38,258213,54,2004-01-01
349,New York,Rita Ora,NY Raining,error,error,error,error
350,New York,Patty Larkin,Beg to Differ,spotify:track:3t2qaJYakxbQKXIrKYsyhz,269106,3,2000
351,New York,The Fall,Jet Boy [Live],spotify:track:1JmFIh79HEvfMmbeu0GyT0,138066,26,1980-01-01
352,New York,Paul van Dyk,New York City,spotify:track:0E7yxFWj0ISSzxKmkQimms,250666,33,2015-02-13
353,New York,Raekwon,Mean Streets,spotify:track:4UYXs73wSIF88L2Ne3mbrq,269733,10,2009-01-01
354,New York,Jay-Z,Brooklyn,spotify:track:68WCiBa9dfDU5PBhTl6MYe,275640,51,1996-06-25
355,New York,Rodney O,Wake Up New York,spotify:track:3vQYgAmE9Kzf4TabKKIwzB,190893,4,1993
356,New York,Matt Mays,NYC Girls,spotify:track:17OEdHQzjnEVm20dMfR1OV,214026,27,2017-10-20
357,New York,Kidz Bop Kids,American Boy,spotify:track:5yh3zL8K2xGKA2S4Imsf65,178560,11,2009-01-01
358,New York,Meek Mill,1000 Nights,spotify:track:4vIKzWqtn44umal5jXq4wE,212306,65,2019-07-12
359,New York,Company Flow,Vital Nerve,spotify:track:6u8x96Ya36rdYWbTf5Bkf6,213000,0,2019-12-14
360,New York,The National,So Far Around the Bend,spotify:track:4yJO2JWnbh6QIf6GnaSgN3,223133,43,2009-02-02
361,New York,Trash Boy,Fuck New York,spotify:track:6CX4I2IRgIz65OLDTUOr02,182696,2,2017-11-10
362,New York,Teddi King,Autumn in New York,spotify:track:6Z9Defp0hOGPb0aVBYFXOG,155617,0,2017-07-21
363,New York,Young Jeezy,Balcony,spotify:track:1c4tNQsI8EwXyS9qavR2uR,279093,17,2012-01-01
364,New York,The Ad Libs,The Boy from New York City,spotify:track:6HXiCCertmHIfuVHDdZ8QG,185000,35,2012-03-13
365,New York,Geneviève Bilodeau,Canard à New York,spotify:track:1wi1SMVYk5YXoqT0zuygoP,178080,6,2006-09-26
366,New York,Jim Croce,Country Girl,spotify:track:2bTcHeOkfmQRKjs9YpIFYn,108786,14,2011-07-25
367,New York,Kool Keith,New York City,spotify:track:4G2c2Wvx2uf8jpNe30N0NE,250480,8,2015-08-04
368,New York,Fink,See It All,spotify:track:6rA5eIsydf7wN9yJaOPhZ2,313533,24,2009-05-25
369,New York,Sinéad O'Connor,I Guess the Lord Must Be in New York City,spotify:track:1jZnJWqzYmuCztcdefyZyQ,187893,23,1998-12-01
370,New York,Acker Bilk & His Paramount Jazz Band,Arthur's Theme (Best That You Can Do),spotify:track:2gTor5ySJZnsYBjcZ6zmSQ,214853,4,2013-01-01
371,New York,John Waite,NYC Girl,spotify:track:4c5XhGgabz6wVNd7S1IFsP,290146,5,2009-03-31
372,New York,"Clinton Cerejo, Swanand Kirkire, Bianca Gomes",Manhattan,spotify:track:3bY7rCjFkcN5aPWtrA7zXA,275693,18,2012-09-04
373,New York,Francis Dunnery,Only New York Going On,spotify:track:0bqAvmZWJDiRLMtHpicY6c,319213,7,1995-09-01
374,New York,Robin Gibb,Another Lonely Night in New York,spotify:track:2Fxb080lQzmWEOwxbcW2CW,254533,32,1983-10-01
375,New York,Fat Joe,"New York, NY",spotify:track:6W0Ja06Dh9Dj1Q7wAkFyea,382853,43,2018-12-14
376,New York,"Crazy Horse, Neil Young, Neil Young & Crazy Horse",This Land Is Your Land,spotify:track:4GagASVBQF8EyrKUV1iH0V,322413,29,2012-05-30
377,New York,Foetus,New York or Bust!,error,error,error,error
378,New York,Bellowhead,New York Girls,spotify:track:37Xb9VyKL2wJGBk5j9WGEa,271453,19,2015-10-16
379,New York,Sonny Stitt,Autumn in New York,spotify:track:10lrhQ4nR9vGgSMiWkFaPa,138000,26,1957-01-01
380,New York,Richie Cole,Sunday in New York,spotify:track:1zvbUk0QMniR5GBmtluppv,257146,0,2019-07-02
381,New York,Richard Ashcroft,New York,spotify:track:2pfIHg9C2sk8pwCvkrddZ6,330826,28,2000-01-01
382,New York,Londonbeat,9AM [Live],error,error,error,error
383,New York,Royal Flush,Worldwide,spotify:track:3rRRncKhgIbQpD37uNYqOu,185642,38,2017-12-27
384,New York,Delbert McClinton,New York City,spotify:track:0Ng1BzPDttMbnVWAIBgS6h,213866,12,2002-09-24
385,New York,Looper,New York Snow,spotify:track:03LAq5YjVtjPknNNJWjBCd,186235,0,2015-04-14
386,New York,John Barrowman,I Happen to Like New York,spotify:track:7lpnt95ss5OzrIDEoGG8fA,124760,3,2004-10-05
387,New York,Statik Selektah,Central Bookings,spotify:track:3izVxkCzstcvs5AZSsIcOt,202680,28,2011-11-22
388,New York,Billie Jo Spears,Mr. Walker It's All Over,spotify:track:0ps392UqjroU35BNX4l3HL,180128,24,2013-01-01
389,New York,the telephones,New York City,spotify:track:4v1CvZazmdpxQLEt3sCeKH,230666,55,2015-10-30
390,New York,Jon Bellion,Jungle,spotify:track:6pAQxv1etMEoTLiE1zZS1z,231502,50,2014-09-23
391,New York,Fat Joe,New York New York,spotify:track:7xXvPyOiFCsB5SSpio5g38,258213,54,2004-01-01
392,New York,Elbow,New York Morning,spotify:track:6ADh6olpF5MakJbj1l75Ki,319906,25,2014-01-01
393,New York,Morningwood,New York Girls,spotify:track:0bMDJo0KLifcXwkukco980,176626,29,2006-01-01
394,New York,Louise,New York Moon,spotify:track:1UoyRL9M2ZdCjvIC0Lw6Qg,147636,0,2009-07-28
395,New York,Tyrone Wells,Dream Like New York,spotify:track:3PgK9vZzZdWOBhl7zYjwIq,223080,10,2006-01-01
396,New York,Damien Dempsey,Apple of My Eye,spotify:track:1WtJb1auiezl1UiBMg7Ivf,435760,17,2016
397,New York,Simon & Garfunkel,The Only Living Boy in New York,spotify:track:5MbXzXGbqobR8xPVPs8OXA,238413,65,1970-01-26
398,New York,Mississippi John Hurt,Avalon Blues,spotify:track:1jzg5z4FHxBMJS8yCRlQEf,185373,20,2017-05-12
399,New York,moe.,New York City,spotify:track:1yF0XAuEW188KbcpVTnxLv,207400,36,2001-02-06
400,New York,Hanoi Rocks,New York City,spotify:track:2O9iHlD7Yvwp3cgkDJZz5v,232426,1,2007
401,New York,Mireille Mathieu,"New-York, New-York",spotify:track:3d44ICg5TxJm8AYgRHVGAL,179613,21,2014-10-06
402,New York,D'Arcy,I Happen to Like New York,error,error,error,error
403,New York,Ermal Meta,New York,spotify:track:31IpvAA5Zxmg1vmjrV8IaR,194693,21,2017-02-10
404,New York,The Knocks,New York Narcotic,spotify:track:3dbYxhS5uvvSLLScVyyhvE,195751,30,2018-09-28
405,New York,The Flirtations,Boy from New York City,spotify:track:2KGTNgVuEJpcqPhxRCQhSy,222160,43,1981
406,New York,Fitz & the Tantrums,Arthur's Theme (Best That You Can Do),spotify:track:4ZmO3JjUI3uDSWb3bYbrLt,227080,8,2011-04-05
407,New York,Barry Manilow,New York City Rhythm [Live],spotify:track:5r4UuDzXqInNsS4BtBSXfr,230746,13,2005-04-26
408,New York,Bon Jovi,Raise Your Hands,spotify:track:7oJXOVieUvG8e9HDRhZGPK,256733,52,1986-08-16
409,New York,GZA,Highway Robbery,spotify:track:0MqkYjehgDcwmN28K0RqOm,240200,39,2002-01-01
410,New York,Kid Rock,New York's Not My Home,spotify:track:0KLebpzdGqMlK6E21rNXU5,267893,14,1990-01-01
411,New York,Masterminds,Bring It Back,error,error,error,error
412,New York,Sportfreunde Stiller,"New York, Rio, Rosenheim",spotify:track:0VYugrrcgA5DDreph2jgrf,190786,46,2013-01-01
413,New York,Pop Smoke,Gangstas,spotify:track:1hg3RlqFZXJb5YgRoK9qmF,160000,82,2020-07-03
414,New York,DOOMSTARKS,Lively Hood,spotify:track:3M4H9aF0oywHY6RZ3dTpyq,131986,21,2016-03-01
415,New York,GINKGOA,DE NEW YORK A PARIS,error,error,error,error
416,New York,吉川 晃司,Baby New York,spotify:track:0WHseieeQaORLDcnttjIQ0,239906,4,1992-09-09
417,New York,James Brown,Down and Out in New York City [From Black Caesar],error,error,error,error
418,New York,Pete Seeger,This Land Is Your Land,spotify:track:09OQnGHnqhVPjDjhPul3Eq,180013,20,2013-05-10
419,New York,James Brown,Down and Out in New York City,spotify:track:0jOnm3CL79MflZQSZiimpg,283493,30,1973-01-01
420,New York,LL Cool J,Jingling Baby,spotify:track:1SySN0jJrkLBDLcwnaundl,294733,37,1996-01-01
421,New York,Beastie Boys,B-Boy Bouillabaisse,spotify:track:0sqCbMYoi5OksmVKKPkkK1,91626,37,1989-07-25
422,New York,Paul Simon,Paranoia Blues,spotify:track:0EyVLHntRxBdK77NC7je1x,176640,32,1972-01-14
423,New York,Rosemary Clooney,Do You Miss New York?,spotify:track:4k5cygaMGsVBaYO1VpbCcA,182533,36,1993-01-01
424,New York,Tom Waits,I'll Take New York,spotify:track:4EeRzn7N8zEYugDkBwNHOc,237000,21,1987-08-17
425,New York,Spoon,New York Kiss,spotify:track:67F4DCkqJncqUajy0ixDtb,206826,34,2014-08-05
426,New York,James Brown,Down and Out in New York City [Version with Spoken Intro; Previously Unreleased Track],error,error,error,error
427,New York,Lou Reed,Mistrial,spotify:track:2bD74b14H9y5DRKhjim7or,312880,26,1986-06-26
428,New York,Grateful Dead,Sidewalks of New York,spotify:track:0p86DhNOEPxAk6PExB4ndm,70506,9,2003
429,New York,"Peter, Paul and Mary",This Land Is Your Land,spotify:track:3SVTLjzV0y5PgFFKvtHhNE,148493,31,2005-08-23
430,New York,"Peter, Paul and Mary",This Land is Your Land,spotify:track:3SVTLjzV0y5PgFFKvtHhNE,148493,31,2005-08-23
431,New York,Ronna,New York Rain,spotify:track:3SoyyIEmlIv5fx1Pyw2cPB,214133,0,1998
432,New York,Planet Funk,Who Said,spotify:track:4FoESHlMhN0L09SPK7hlRx,225333,35,2003-01-01
433,New York,Beastie Boys,Oh Word?,spotify:track:00UI8cUAEXID5PqHRtUDEv,179653,30,2004-01-01
434,New York,Mel Tormé,Sidewalks of New York,error,error,error,error
435,New York,Josh Groban,Bells of New York City,spotify:track:2dPH8BpFW1BlKzlE5XmFBV,229520,35,2010-11-12
436,New York,Billy Childs,New York Tendaberry,spotify:track:0HQbFwXydY3uLo5QSjXOo0,439680,8,2014-09-05
437,New York,Jay-Z,Takeover,spotify:track:135lkyQRwFlWfmHjJTxtld,313106,50,2001-09-11
438,New York,Fat Joe,Preacher on a Sunday Morning,spotify:track:5CMIIUcvIzs3OgPotiIAwI,208760,13,2008-03-11
439,New York,Daryl Hall,NYCNY,spotify:track:5mRwvQiEFamhZtZUjdMalx,273866,9,1980-03-01
440,New York,Masta Ace,Saturday Nite Live,spotify:track:3FnQ8jGNlZZvbBsERx5TXj,359133,14,1993-01-01
441,New York,Sybersound,Native New Yorker,error,error,error,error
442,New York,Barry Manilow,The Gonzo Hits Medley,error,error,error,error
443,New York,Jadakiss,New York,spotify:track:7xXvPyOiFCsB5SSpio5g38,258213,54,2004-01-01
444,New York,Fabolous,Brooklyn Ft Jay-Z & Uncle Murda,error,error,error,error
445,New York,Newsies (Original Broadway Cast),King Of New York,spotify:track:3QZn12WsGUEbhAZaa01uGt,249280,52,2012-05-15
446,New York,Oleta Adams,New York State of Mind,spotify:track:3tCLYifmzJhJHjUTTfPu0P,333133,41,1993-01-01
447,New York,Buju Banton,King of NY,spotify:track:7q1OTJxBz0heO98QRefw0s,247373,23,2001-12-04
448,New York,Nat King Cole,On the Sidewalks of New York,spotify:track:5LZmp9HecTyRyfnEKpEm3Z,137493,18,2009-01-01
449,New York,Kidz Bop Kids,Wake Up,spotify:track:43qWxff70ucKHDcaLEGpJp,216706,19,2014-01-14
450,New York,50 Cent,Strong Enough,spotify:track:6a7UVHR2Mwmb3qwM0Xlunp,182160,34,2009-01-01
451,New York,Buju Banton,King of N.Y.,spotify:track:7q1OTJxBz0heO98QRefw0s,247373,23,2001-12-04
452,New York,The Darts,The Boy from New York City,spotify:track:0n65iUr5Vo8wSBO8xwdswn,183266,35,1978-05-02
453,New York,The Charlatans UK,NYC (There's No Need to Stop),spotify:track:16rDYjh6m6Gj9obIOS8ufN,212480,13,2006-04-17
454,New York,Vinnie Colaiuta,New York Morning,error,error,error,error
455,New York,"Berner, Jon Z, Alemán",Mi Novia,spotify:track:3bbnX6qQaIdIxzmXu7BfcI,248000,50,2019-11-11
456,New York,Godley & Creme,An Englishman In New York,spotify:track:1l3T49VYjZErNvvh2Nzkmt,351666,37,1979-01-01
