state,city,song,artist,uris,duration_ms,popularity,date
Alaska,Juneau,Juneau,Port Blue,spotify:track:6GZRgyUAO1QbqEmMxH1WsH,217693,36,2003
Alaska,Juneau,Juneau,Funeral for a Friend,spotify:track:6GZRgyUAO1QbqEmMxH1WsH,217693,36,2003
Michigan,Kalamazoo,I've Got A Gal In Kalamazoo,the Glenn Miller Orchestra,spotify:track:1sCHUdWaR3dMGXM70ISUzm,167213,25,2016-09-02
Michigan,Kalamazoo,Gotta Get Away,The Black Keys,spotify:track:0zo4T5c5VV42554ySEc5J6,180173,53,2014-05-09
Michigan,Kalamazoo,Kalamazoo,Primus,spotify:track:0n3qQAR9kYNLDHV06vO3dD,211133,34,1998-01-01
Missouri,Kansas City,18th Avenue (Kansas City Nightmare),Cat Stevens,spotify:track:3csz2AsrqHwPRsFulsVfwx,261826,27,1972-01-01
Missouri,Kansas City,Blues from Kansas City,Jay McShann,spotify:track:40akG3NM0dfLmL5rWEQepG,420066,31,2004-10-19
Missouri,Kansas City,K.C. Blues,Charlie Parker,spotify:track:3Of3Dsw2VJTPZfC4mjVJk3,204653,21,1958-01-01
Missouri,Kansas City,Kansas City,Okkervil River,spotify:track:3FogLCtqS2ryHNQNAKsDkC,346400,21,2002-01-22
Missouri,Kansas City,Kansas City,The New Basement Tapes,spotify:track:2JTBNz8VZx7i38pcPROWuz,244426,55,2014-08-19
Missouri,Kansas City,Kansas City,", from the musical Oklahoma!",spotify:track:3xHn53QjxQ6SPTcRysc60B,274906,0,2017-11-30
Missouri,Kansas City,Kansas City,", performed  Wilbert Harrison",spotify:track:6gyQLLvvwNl3Ksxj0jgz6S,149013,0,2015-09-22
Missouri,Kansas City,Kansas City,Sneaky Sound System,spotify:track:7GpPm7pd4x52tLWSvh9hAD,236333,29,2008-01-01
Missouri,Kansas City,Kansas City Bomber,Phil Ochs,spotify:track:1mUkqg65AjCm9ec8qboMKf,146933,2,1988-01-01
Missouri,Kansas City,Kansas City Kitty,Walter Donaldson,spotify:track:7ioZN6ZR7FSbp35PItrJ2C,170080,0,2020-07-10
Missouri,Kansas City,Kansas City Lights,Steve Wariner,spotify:track:66B7UpDHrmATNnncoCsdy1,214026,30,1998-09-29
Missouri,Kansas City,Kansas City Shuffle,J. Ralph,spotify:track:6MABJsi6YoLLAahvAd8wXE,101106,18,2007-07-17
Missouri,Kansas City,Kansas City Shuffle (Intro),Tech N9ne,spotify:track:6MABJsi6YoLLAahvAd8wXE,101106,18,2007-07-17
Missouri,Kansas City,Kansas City Star,Roger Miller,spotify:track:2kZC657jw0F5qWvdqS4fTU,143915,25,2015-03-10
Missouri,Kansas City,Kansas Rock City,Kiss,spotify:track:0DEdJCVjbY8FlvxPRv4z7l,295266,38,1991
Missouri,Kansas City,Liberty Street,The New Basement Tapes,spotify:track:6Ks0I9aDwiXmhCN1uK6Bfr,164760,28,2014-08-19
Missouri,Kansas City,Six Months in Kansas City (Liberty Street),The New Basement Tapes,spotify:track:4ZnnMMW8YhCDix2M5IhPiM,216466,19,2014-08-19
Missouri,Kansas City,Train from Kansas City,Neko Case,spotify:track:3ICHseyibemieGb9NxUVOZ,205173,23,2004-11-09
Missouri,Kansas City,The Kansas City Song,Buck Owens,spotify:track:17cpI0fNTBRMKwO1Wt3VNT,140466,23,2015-11-13
Ohio,Kent,Ohio,"Cros, Stills, Nash, & Young",spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,183733,67,1974-08-19
Tennessee,Knoxville,Knoxville Girl,Nick Cave,spotify:track:38MJ0yDUAIfIDWj7AtnQ5l,212600,26,1975
Tennessee,Knoxville,Knoxville Courthouse,Hank Williams Jr.,spotify:track:0RJRuXJiiYMnUPhtxgZRAV,221840,24,1984
Texas,La Grange,La Grange,ZZ Top,spotify:track:70YvYr2hGlS01bKRIho1HM,230480,74,1973-07-26
Wyoming,Laramie,Lady from Laramie,Burl Ives,spotify:track:6le1hIar4ZBTJRdRvgaFP7,164533,0,1960-06-20
Wyoming,Laramie,Laramie,Cymbals Eat Guitars,spotify:track:5rBCWxwvM46LlF5zGkCeLU,487866,12,2014-08-26
Wyoming,Laramie,Laramie,Geoff Love,spotify:track:17VzRfFaQdeGQeSt5IxGsW,139373,5,1986
Wyoming,Laramie,Laramie,Glenn Mercer,spotify:track:73Fvp58USoCZtFRQV9b032,188626,0,2015-10-09
Wyoming,Laramie,"Laramie, Wyoming",Richmond Fontaine,spotify:track:2vFVU10TAOkm74PRdAhWhV,295280,1,2006-01-01
Wyoming,Laramie,Lights of Laramie,Ian Tyson,spotify:track:2169Zqz7qrstuQBqLdAVc6,207760,6,1991
Wyoming,Laramie,The Man From Laramie,Al Martino,spotify:track:5rEwH2jxFKHFhdtMto59JT,144573,18,2006-04-03
Wyoming,Laramie,Somewhere West of Laramie,Hank Cramer,spotify:track:57wI6XDAiz1IYJA82h865O,218592,0,2013-02-12
Texas,Laredo,Laredo,Band of Horses,spotify:track:61beXNR1qPPxjyM8x3pdRk,192240,43,2010-05-14
Texas,Laredo,Me & Paul,Willie Nelson,spotify:track:4vcDnnuHUmombz20IRkzRO,228560,45,1971
Texas,Laredo,New Year's Day,Charlie Robison,spotify:track:7DXNTiUCWJvomSGEGMr3H8,234240,57,2004-09-21
Texas,Laredo,Streets of Laredo,(old cowboy song),spotify:track:1465Y7QceiimGmmpAyDzEN,262906,0,1999
Nevada,Las Vegas,Alone in Vegas,Pusha T,spotify:track:0LV0q6Jo81ijFl5ulGvqWf,271520,40,2011-11-08
Nevada,Las Vegas,Checkout Time In Vegas,Drive-By Truckers,spotify:track:6l0FVrsRq73HCbPWVVOhOw,161906,17,2008-01-22
Nevada,Las Vegas,Gone Country,Alan Jackson,spotify:track:1A0I5aiVZRwecRlbQcweBh,259893,62,1989
Nevada,Las Vegas,Heaven or Las Vegas,Cocteau Twins,spotify:track:1bwXRScnt3k6vSyVqcKyNj,298400,58,1990-09-17
Nevada,Las Vegas,Las Vegas Nights,Verona Grove,spotify:track:79xQjdC6Tsmsjlfc41AIuR,239066,3,2009-10-20
Nevada,Las Vegas,Leaving Las Vegas,Sheryl Crow,spotify:track:6MWJy3DXI0Je49FW3gDpLp,309200,41,1993-08-03
Nevada,Las Vegas,Let's Go To Vegas,Faith Hill,spotify:track:39HccIrICWp9EBD8MunAUW,191706,41,1995-08-18
Nevada,Las Vegas,Vegas,Sara Bareilles,spotify:track:1NcGrbn2dbx6VQOPQeKhjl,247493,38,2007-07-03
Nevada,Las Vegas,Pretty Vegas,INXS,spotify:track:37oEm1l0NL6Ud2ccgsdgND,205413,45,2005-11-29
Nevada,Las Vegas,Pyramids,Frank Ocean,spotify:track:4QhWbupniDd44EDtnh2bFJ,592920,63,2012-07-10
Nevada,Las Vegas,Sam's Town,The Killers,spotify:track:77Kh98jRHI40rIAKnBs7cl,246026,55,2006-10-02
Nevada,Las Vegas,She Let Herself Go,George Strait,spotify:track:1mIQiN9xMz58kfQO6wjOeX,198213,51,2005-01-01
Nevada,Las Vegas,Vegas,Calvin Harris,spotify:track:5Lx3yHmFZF0aQ2hbb245l1,341760,20,2007-06-15
Nevada,Las Vegas,Vegas Lights,Panic! At The Disco,spotify:track:0zewUY3RSh8yaV7q66Okem,189106,60,2013-10-04
Nevada,Las Vegas,Viva Las Vegas,Elvis Presley,spotify:track:5Q7ayTarb9Tpmkik5cVMug,144840,59,1968-01-22
Nevada,Las Vegas,Waking Up in Vegas,Katy Perry,spotify:track:6fvxos1qSHrIgOkKw4dhWS,199186,54,2008-06-17
Nevada,Las Vegas,Welcome to Fabulous Las Vegas,Brandon Flowers,spotify:track:35uvFjZWknhCYKkL9DbUFO,287946,34,2010-01-01
Mississippi,Laurel,Goin' Down to Laurel,Steve Forbert,spotify:track:6HOxxdObWwk20axCyqYlyK,300693,39,2011-01-01
Nebraska,Lincoln,The Flight:Lincoln to Minneapolis,Blue October,spotify:track:7yN5cMvxrvRlQ50MKDyG1C,405133,32,2011-08-16
Arkansas,Little Rock,A Little Past Little Rock,Lee Ann Womack,spotify:track:0ieL9hQJOHdlnyeOoBv768,256399,36,1998-01-01
Arkansas,Little Rock,I Hear Little Rock Calling,Ferlin Husky,error,256399,36,1998-01-01
Arkansas,Little Rock,Little Rock,Collin Raye,spotify:track:4pM3FHdiulPKpx5g4GIZg6,237760,43,1993
Arkansas,Little Rock,Little Rock,Reba McEntire,spotify:track:4kGwf8ArBjC8AZRNbahDxk,187066,40,1986-01-01
Arkansas,Little Rock,Two Little Girls From Little Rock,Marilyn Monroe,spotify:track:3GpQBkd8hJq7d1UBr67ugW,185973,13,2001-01-01
Kentucky,Louisville,Home Away from Home,Pokey LaFarge,spotify:track:46JSkbQ3UF2Le90y8j89RK,259440,20,2013-06-04
Kentucky,Louisville,Flora,"Peter, Paul and Mary",spotify:track:4gSFMbb5xSKaSh8msgk9xA,189666,23,1963
Kentucky,Louisville,Louisville K-Y,Ella Fitzgerald,spotify:track:68a6kHZL8kHIWwSvjM9St2,187560,10,1993-06-30
Texas,Lubbock,Going to Lubbock,The Extra Lens,spotify:track:1ytBSfVTBDdiupFmz8ws3R,258279,0,2007-01-01
Texas,Lubbock,Lubbock Or Leave It,Dixie Chicks,spotify:track:3DLsyJ0RsORHNi9xf2BXqE,233594,34,2006-05-23
Texas,Luckenbach,"Luckenbach, Texas (Back to the Basics of Love)",Waylon Jennings,spotify:track:5pdKPY4O9CHuzDDp557j4N,200640,59,2006-09-26
California,Malibu,L.A. Boyz,Victoria Justice and Ariana Grande,spotify:track:2cOpRVjsE4qZLZbFOB47VJ,179600,53,2012-11-06
California,Malibu,Malibu,Hole,spotify:track:5bVOX6eyHsML2sB4aMlZEi,230040,59,1998-01-01
California,Malibu,Malibu,Miley Cyrus,spotify:track:1UZOjK1BwmwWU14Erba9CZ,231906,76,2017-09-29
California,Malibu,Malibu Gas Station,Sonic Youth,spotify:track:7EkEr0LybjjNdtF998qr4h,339200,23,2009-06-09
Utah,Manti,The Town that Raised Me,Mary Kaye,error,339200,23,2009-06-09
California,Marina del Rey,Marina del Rey,George Strait,spotify:track:7MvQkU9ycC0KoibUzGuzlf,183506,47,1982-01-01
Iowa,Marshalltown,Marshalltown,Modern Life Is War,spotify:track:5tZwGfgN79zumxdAnshkmE,227760,23,2015-06-02
Tennessee,Memphis,Black Velvet,Alannah Myles,spotify:track:1KU5EHSz04JhGg3rReGJ0N,287440,71,1989-03-14
Tennessee,Memphis,Candyman,Grateful Dead,spotify:track:4FJ0051ukEptZAhP01ExGV,373969,42,1970-06-01
Tennessee,Memphis,Considering A Move To Memphis,The Colorblind James Experience,spotify:track:3DhVcVD7xeK8epGemeGA0M,405000,17,1987-01-06
Tennessee,Memphis,Crazed Country Rebel,Hank Williams III,spotify:track:3pPirtTb893uRSatvGmy4v,187880,49,2006-02-28
Tennessee,Memphis,Graceland,Paul Simon,spotify:track:51KKQAgYFoJHgVIuJWHdHb,291200,66,1986-08-12
Tennessee,Memphis,Letter to Memphis,Pixies,spotify:track:0X8aX9hOCK8EKCC3aUTXBf,160600,35,1991-09-23
Tennessee,Memphis,Maybe It Was Memphis,Pam Tillis,spotify:track:3wjD3Ufjll7UKrEDPdGuX3,239173,53,1990
Tennessee,Memphis,Memphis,Johnny Rivers,spotify:track:5QqdnAVnNCfWp9CZ3pi5a0,164800,40,1995-01-01
Tennessee,Memphis,Memphis,Marcy Playground,spotify:track:7LB1VeUZmIdh3gP6cyaA6E,170013,19,2009-07-07
Tennessee,Memphis,Memphis,PJ Harvey,spotify:track:7yPjeaoQlwF8tfbnAhNO2v,200463,59,2020-01-25
Tennessee,Memphis,Memphis Beat,Jerry Lee Lewis,spotify:track:5J8racGL1MDMyCEYfSsYuJ,137773,11,1966-01-01
Tennessee,Memphis,Memphis Belle,Hank Williams Jr.,spotify:track:5LVi1CxSU1VwFtcMn4PVN5,232493,28,2020-07-03
Tennessee,Memphis,Memphis Blues,W. C. Handy,spotify:track:0p6NOOOm3SiEzgzO09z0lh,182493,17,1994-07-28
Tennessee,Memphis,Memphis Skyline,Rufus Wainwright,spotify:track:76tXUVsDuHHRrQJj4BayRN,291640,14,2004-01-01
Tennessee,Memphis,Memphis Soul Stew,King Curtis,spotify:track:6MqfTP3OwngywVTOS5OAFt,179413,50,1967
Tennessee,Memphis,"Memphis, Tennessee",Chuck Berry,spotify:track:3UYtylPa55RqHS1YDGZoLs,131800,43,1963-01-01
Tennessee,Memphis,Messed Up In Memphis,Darryl Worley,spotify:track:0yGpRih3S91xlVMTeIZPss,230053,12,2009-06-09
Tennessee,Memphis,New Minglewood Blues,Grateful Dead,spotify:track:27nasmd5S8eIvIkAa7wnSo,334266,42,2017-05-05
Tennessee,Memphis,Night Train to Memphis,Roy Acuff,spotify:track:0DVBL1A4nFDu7WqElc1euF,150840,22,2007-09-04
Tennessee,Memphis,Nothing 'Bout Memphis,Trisha Yearwood,error,150840,22,2007-09-04
Tennessee,Memphis,Pride (In the Name of Love),U2,spotify:track:3dh2LlmeMqKJbzn2WUgt3d,228426,59,1984-10-01
Tennessee,Memphis,Queen of Memphis,Confederate Railroad,spotify:track:59XR99m4eEQQZ7d2hcTogz,199180,49,1992-04-28
Tennessee,Memphis,Streets of West Memphis,Crime & the City Solution[41],spotify:track:7wkPvnTUQebgkZtUQL7poY,348020,1,2013-03-26
Tennessee,Memphis,That's How I Got to Memphis,Bob Bare,spotify:track:31c37xfmgHkAAqiDzNTln8,151786,29,1970-07-07
Tennessee,Memphis,Truck Drivin' Man,Lynyrd Skynyrd,spotify:track:7lHEUnQSXkqGMijPvC5qQh,316800,25,1987-02-03
Tennessee,Memphis,Walking in Memphis,Marc Cohn,spotify:track:5fgkjhICZnqFctrV0AyuQD,252613,70,1991-02-08
Tennessee,Memphis,West Memphis,Lucinda Williams,spotify:track:0fFZnzI3j2YkS85QxMeNOI,344693,28,2014-09-30
Tennessee,Memphis,What's Your Mama's Name,Tanya Tucker,spotify:track:0J6dezPhTa0ePaN87kphCs,182493,42,1972
Tennessee,Memphis,Wrong Side of Memphis,Trisha Yearwood,spotify:track:3YgGtQfSy4Lrz3uFW0mL5n,167373,32,2007-01-01
Wisconsin,Milwaukee,Milwaukee Polka,Frankie Yankovic,spotify:track:3CVWe6p5R9ThoJyg1wAhir,176973,13,1966
Wisconsin,Milwaukee,What Made Milwaukee Famous (Has Made a Loser Out of Me),Jerry Lee Lewis,spotify:track:43Q9GI0n2kQRRNsM7y4ZwS,157720,35,1968-01-01
Wisconsin,Milwaukee,Holocene,Bon Iver,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,336613,68,2011-06-21
Minnesota,Minneapolis,Always Coming Back Home to You,Atmosphere,spotify:track:1jMXKqBBJxZzIrrpc0acxu,551040,19,2003-09-23
Minnesota,Minneapolis,Christmas Card From a Hooker in Minneapolis,Tom Waits,spotify:track:6BRg8FpfpKUbXeE4Jv7U5u,272982,39,1978-09-05
Minnesota,Minneapolis,Lake Street is for Lovers,Lifter Puller,spotify:track:1oOAMNRgXgqNf0QI7jV2WA,64733,9,2009-12-01
Minnesota,Minneapolis,Little Green Apples,sung  O.C. Smith,spotify:track:2iNWbCFroEzA8u0lwEvnBH,159826,46,1995-12-22
Minnesota,Minneapolis,Mall of America,Desaparecidos,spotify:track:1rKP36gLAkkDwZ750A6Qxj,161706,26,2002-02-11
Minnesota,Minneapolis,Minneapolis,that dog,spotify:track:3vZR5moYtrBx2fBoH1rHYa,230226,29,1997-01-01
Minnesota,Minneapolis,Minneapolis,Lucinda Williams,spotify:track:5kx0E28zYJm7QdqYhWi4XB,248133,23,2003-01-01
Minnesota,Minneapolis,Minneapolis,Bill Janovitz,spotify:track:0J5lOSINPm7t6lRmc1VEmE,246773,2,2002
Minnesota,Minneapolis,MPLS Song,Pinhead Gunpowder,spotify:track:13rWKMRsy6nSjmuESjm1Ev,141734,12,1994-06-17
Minnesota,Minneapolis,Ninth and Hennepin,Tom Waits,error,141734,12,1994-06-17
Minnesota,Minneapolis,Positively Fourth Street,Bob Dylan,spotify:track:0KYMiWoWICw0LPByiHkJAt,242727,3,2008-09-03
Minnesota,Minneapolis,Rock 'n' Roll is Alive (And it Lives in Minneapolis),Prince,spotify:track:7AUgiyftrRSB2TJdORlj64,274186,19,2019-04-05
Minnesota,Minneapolis,Shhh,Atmosphere,spotify:track:5Lm0tE3R6R4fJuOscXCxQF,128000,39,2020-04-23
Minnesota,Minneapolis,Seeing Double at the Triple Rock,NOFX,spotify:track:5QegaMGMY7mORFEBngkFxy,129666,52,2006-04-18
Minnesota,Minneapolis,Skyway,The Replacements,spotify:track:1brtRz9XgEp1LifkL8z4wb,126266,39,1987
Minnesota,Minneapolis,Southtown Girls,The Hold Steady,spotify:track:0MD6QFZs41HkHe8cC2PHMu,310773,27,2016-12-09
Minnesota,Minneapolis,Stuck Between Stations,The Hold Steady,spotify:track:1SEmfPdFm2xCjkxxJOXxkC,250066,39,2006-10-03
Minnesota,Minneapolis,Sunshine,Atmosphere,spotify:track:7wdx4RyIAgjRNoJLhjsnh4,216546,41,2018-07-27
Minnesota,Minneapolis,Uptown,Prince,spotify:track:3IiS3fVdtsMPSHsWBgDcFn,332240,46,1980-10-08
Minnesota,Minneapolis,Your Little Hoodrat Friend,The Hold Steady,spotify:track:533grBeUGf8mSlN1ZbLwzc,232626,32,2005-05-04
Alabama,Mobile,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,spotify:track:1NYTj6JEw3IOh4ggiBh82h,423666,47,1966-06-20
Alabama,Montgomery,Midnight in Montgomery,Alan Jackson,spotify:track:1Bucr8Wk891tg8mP6wtdSW,225226,46,2010-11-19
Alabama,Montgomery,"Montgomery, Alabama",David Yazbek,spotify:track:0Ni30RUB4prxuvzXVz7R2X,203760,3,2001-08-07
Alabama,Montgomery,Montgomery in the Rain,Hank Williams Jr.,spotify:track:3O9povXoVWnTD8JJJXoYzv,235733,20,1981
Alabama,Montgomery,The Ride,David Allan Coe,spotify:track:1GLWGJh7JS5gk1D9BwKCTM,186133,61,1974
Alabama,Montgomery,Tokyo Storm Warning,Elvis Costello,spotify:track:0pLfv0qTmH5AG2aUQQdkBt,384973,25,1986
Alabama,Montgomery,Angel From Montgomery,John Prine,spotify:track:2qWKpYIleSvBT6aUMXoia5,224186,59,1971
Indiana,Muncie,I Wanna Talk About Me,To Keith,spotify:track:59eq80wpFVDUhJfz2FvWfY,183360,39,2004-01-01
Alabama,Muscle Shoals,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg,283800,82,1974-04-15
Michigan,Muskegon,They Also Mourn Who Do Not Wear Black,Sufjan Stevens,spotify:track:2m4anM7iZzhnVWSOKHaNvc,381373,30,2003-07-01
Oklahoma,Muskogee,Okie from Muskogee,Merle Haggard,spotify:track:1uuqRaSJAiQ6VB8BWblXWJ,160138,54,1995-01-01
South Carolina,Myrtle Beach,"Dancin', Shaggin' on the Boulevard",Alabama,spotify:track:4HsGYQ7IvmE2obXaK6iyxB,284026,38,1997
South Carolina,Myrtle Beach,Ocean Boulevard,Band of Oz,spotify:track:1aD1PLLR95prq6TsyjZIGh,182946,23,2010-09-03
South Carolina,Myrtle Beach,19 You + Me,Dan + Shay,spotify:track:7ongSdLv28Z27WeCrzZXwB,217406,62,2014-04-01
South Carolina,Myrtle Beach,Myrtle Beach Summer 1974,Yung Gravy,spotify:track:42E6UcdoJvsLXFWfdnmKGh,128451,55,2020-02-14
California,Olema,Hippie From Olema,The Youngbloods,spotify:track:7Cnme8mi9V3OXyC4QEQ7Sy,121666,15,1971
Washington,Olympia,Rock Star,Hole,spotify:track:72xpgWWuEyLWFFTIKnrAbZ,162200,40,1994-01-01
Washington,Olympia,Olympia WA.,Rancid,spotify:track:0TE5Q3XEPkEfmyNtr47wWa,210626,50,1995-08-15
Nebraska,Omaha,Convoy,C. W. McCall,spotify:track:6dGWq08LXuIw6T2oUeHECh,230600,59,1990-01-01
Nebraska,Omaha,Omaha,Counting Crows,spotify:track:2Uwjr7EnHRXMgmL9SmX1Gj,219440,51,1993-01-01
Nebraska,Omaha,(Ready or Not) Omaha Nebraska,Bowling for Soup,spotify:track:2x1saNE4q46sT3lK7j7EK0,216733,13,2005-11-14
Nebraska,Omaha,Turn the Page,Bob Seger,spotify:track:6rjMQscV8vUrjKXAsU9hNi,301186,64,1976-04-12
Nebraska,Omaha,Uneasy Rider,the Charlie Daniels Band,spotify:track:59yEymxln8Hyuz8XNkUTIX,264373,54,1988
Nebraska,Omaha,We're an American Band,Grand Funk Railroad,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,207093,61,1973
Nebraska,Omaha,Greater Omaha,Desaparecidos,spotify:track:1owAsYoxZ9kFvYsdzPSOUo,254600,29,2002-02-11
Texas,Palestine,Wheels,Kanude,spotify:track:0hFSKKGIsxm474c3kqATH5,250066,0,2008-06-03
Florida,Panama City,Guitar Man,Jerry Reed,spotify:track:2miE4JKvNNsRaDFvre019k,147360,38,1967
California,Pasadena,The Little Old Lady (From Pasadena),Jan and Dean,spotify:track:4F2w3xgfaVJdCSAqDtJULv,166040,45,1964
Florida,Pensacola,Pensacola,Deerhunter,spotify:track:7LhiUhwLeAR3zB4577WXgY,240024,26,2013-05-06
Florida,Pensacola,Maybe Angels,Sheryl Crow,spotify:track:42zVfWg1Ot4i8TovrUq1Di,294066,30,1996-01-01
Illinois,Peoria,Prairie Fire That Wanders About,Sufjan Stevens,spotify:track:5McbZlaeBC1rCNKOFOZx6x,131373,40,2005-07-05
Pennsylvania,Philadelphia,I-76,G. Love & Special Sauce,spotify:track:40c4Zo0r2HH9aKDgEsbsVA,225640,34,1997-10-20
Pennsylvania,Philadelphia,Bury me in Philly,Dave Hause,spotify:track:5HvPdjcmTVrb0t8EXQjy4T,193773,30,2017-02-03
Pennsylvania,Philadelphia,Freedom of '76,Ween,spotify:track:7zNOt8sNIYHD3iZYp6irr7,170666,43,1994
Pennsylvania,Philadelphia,Fall in Philadelphia,Hall & Oates,spotify:track:4JsRR4poQA4L4hpe7fB8P9,238320,40,1972
Pennsylvania,Philadelphia,Goode Philadelphia,Peter Cincotti,error,238320,40,1972
Pennsylvania,Philadelphia,Is This America,Skyhooks,spotify:track:7xncPWORd82f6tjPCAolUW,273266,18,2009-06-02
Pennsylvania,Philadelphia,Lancaster Avenue Blues,Mischief Brew,spotify:track:2jPpW2CASWTbPHEnDrb6DU,320293,15,2015-06-09
Pennsylvania,Philadelphia,Miss Philadelphia,Musiq Soulchild,spotify:track:5DIqePZRkBQ6uoMcPAannh,390613,23,2004-08-31
Pennsylvania,Philadelphia,Motown Philly,Boyz II Men,spotify:track:4LxIGAVfcQIw0zAQRyFhU8,235226,56,1991-04-30
Pennsylvania,Philadelphia,Philadelphia,Neil Young,spotify:track:0iOammhowtz89ba0i6QRIJ,170533,27,2002-10-05
Pennsylvania,Philadelphia,Philadelphia Freedom,Elton John,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq,324573,58,1975-05-19
Pennsylvania,Philadelphia,Punk Rock Girl,The Dead Milkmen,spotify:track:1l04CzFskMiq7c30lZvr7i,158333,49,1988-05-01
Pennsylvania,Philadelphia,Sailing to Philadelphia,Mark Knopfler,spotify:track:4eA4i2Uf0DDIkpyesj98Ag,353120,43,2005-11-15
Pennsylvania,Philadelphia,"Sit Down, John",from the musical 1776,spotify:track:6ghUhgMQz86QkgmhbJ4LOO,117240,30,1969
Pennsylvania,Philadelphia,Streets of Philadelphia,Bruce Springsteen,spotify:track:3fbnbn6A5O5RNb08tlUEgd,195080,71,1995-02-27
Pennsylvania,Philadelphia,Summertime,DJ Jazzy Jeff & The Fresh Prince,spotify:track:20XdEFyaUR9C7aDIdq2OAd,270973,63,1991-07-09
Pennsylvania,Philadelphia,Tenth Street,Valencia,spotify:track:5FOJpkkbJuWvCBtwxsjfUf,234986,17,2005-10-25
Pennsylvania,Philadelphia,TSOP (The Sound of Philadelphia),MFSB,spotify:track:6B9tR2OEurD4FsZM5btj3X,212106,28,1973
Pennsylvania,Philadelphia,South Street,The Orlons,spotify:track:2yoTFqvgtJgEK68lfUC9Kp,132453,22,1962-01-01
Pennsylvania,Philadelphia,Yo Home to Bel-Air,DJ Jazzy Jeff & The Fresh Prince,spotify:track:0XsMR5jdR5nCXfJrB3Wfk9,321640,27,2017-01-13
Pennsylvania,Philadelphia,You Got Me,The Roots,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,259306,65,1999-02-23
Arizona,Phoenix,Anybody Going To San Antone,Charley Pride,spotify:track:1fKHnlTE58pYoO9WWfIICT,401466,6,2009-05-26
Arizona,Phoenix,Arizona,Scorpions,spotify:track:6HJMhjioyzZB7z6oSqCZN6,235666,32,1982-04-10
Arizona,Phoenix,Bob in Phoenix,Gorillaz,spotify:track:0NJUPC1tmil2ZlchstDww3,196853,37,2010
Arizona,Phoenix,By the Time I Get to Phoenix,Jimmy Webb,spotify:track:2vfLu81LYr5ARMmUTplLD7,233666,18,1996-01-01
Pennsylvania,Pittsburgh,31 (For Pittsburgh I Am Bound),Ceann,spotify:track:3rZ0i0fHYidolFMH2rxvsa,249413,17,2005-10-10
Pennsylvania,Pittsburgh,I'll Get  in Pittsburgh,Jona Lewie,spotify:track:0TZXrV2dI7fWlTToe8jO3K,105600,4,1978-01-01
Pennsylvania,Pittsburgh,I'm in Pittsburgh,The Outcasts,spotify:track:1amhCqDxkHGhQMv1Ss9OJs,970933,35,2015-09-25
Pennsylvania,Pittsburgh,Ode to Pittsburgh,Loudon Wainwright III,spotify:track:7pFYzEVKa5WYXiUZSzW50I,194040,14,1970
Pennsylvania,Pittsburgh,Pittsburgh,"Mary Lou Williams, featuring Leon Thomas[42][43]",spotify:track:6RcsAN8XF5KX6mMh6dum8e,239127,60,2014-06-05
Pennsylvania,Pittsburgh,Pittsburgh Makes Me Drunk,Ceann,spotify:track:3N2mHZCHUO3hQZI7RZvHFC,170746,14,2007-05-22
Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania",Guy Mitchell,spotify:track:4ph3PycOyjVCpWTz5amGRd,176706,16,1991-09-03
Pennsylvania,Pittsburgh,Pittsburgh Sound (All In My Blood),Wiz Khalifa,spotify:track:14Ohf3TJbGylfMu4Q08CNk,227230,21,2007-08-07
Pennsylvania,Pittsburgh,Pittsburgh Town,Pete Seeger,spotify:track:3gO0nRKAyzgoSkFt2TjcZq,90800,3,1992-01-01
Pennsylvania,Pittsburgh,Six Days on the Road,Dave Dudley,spotify:track:0LpmpBulMgAwtdC3YYgkql,134706,47,2002-01-01
Illinois,Pittsfield,Pittsfield,Sufjan Stevens,spotify:track:1IG42G8we4lIx1Acw0CnzT,411426,24,2006-07-11
Maine,Portland,"Portland, Maine",Tim McGraw,spotify:track:6CZ4Wrj6TquFPjabvRwlew,221586,32,2014-01-01
Maine,Portland,Portland Town,Schooner Fare,spotify:track:3FIlFeBNetGvNKxS0cAaaD,251466,13,1999-06-15
Nevada,Reno,Reno Bound,Southern Pacific,spotify:track:77oMUkg3U7wlgAMULLY5u9,203813,13,1985
Nevada,Reno,Folsom Prison Blues,Johnny Cash,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,162653,69,1968-05-01
Nevada,Reno,Don't go Down to Reno,Tony Christie,spotify:track:4KwE2HjyrmMe4VGZuFtxc5,200933,30,2005-01-01
Nevada,Reno,All the Way to Reno (You're Gonna Be a Star),R.E.M.,spotify:track:1PMstGcKy2kWEbDvG9lUzy,283960,36,2001-01-01
Nevada,Reno,Friend of the Devil,The Grateful Dead,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU,201866,65,1970-06-01
Nevada,Reno,"Reno, Reno, Reno",Jonathan Richman,spotify:track:4kqINPDnMweHi7RQFyrbvb,240706,16,1990-01-01
