,state,city,song,artist
489, New York,New York City,Broadway Blues,Jack Hylton
490, New York,New York City,Broadway Blues,Ornette Coleman
491, New York,New York City,Broadway Boogie,Memphis Blues
492, New York,New York City,Broadway Boogie,Sweeney Todd
493, New York,New York City,Broadway Boogie Woogie,(from the musical A Class Act)
494, New York,New York City,Broadway Boogie Woogie,David Chesky
495, New York,New York City,Broadway Bride,Grant McLennan
496, New York,New York City,"Broadway, Broadway",(from the musical A Broadway Musical)
497, New York,New York City,Broadway Broken Hearts,Tony Martin
498, New York,New York City,Broadway Butterfly,music  Jean Schwartz and Sigmund Romberg; lyrics  Harold Atteridge
499, New York,New York City,Broadway By Night,Robert Freeman (musician)
500, New York,New York City,Broadway Caballero,Horace Heidt
501, New York,New York City,The Broadway Cabaret,from 'Over The River'  John Golden
502, New York,New York City,Broadway Caravan,Clifford Scott
503, New York,New York City,Broadway Combination,Dyke and the Blazers
504, New York,New York City,Broadway Dub,Professor & Prince Jammy
505, New York,New York City,Broadway Favourites,Victor Herbert
506, New York,New York City,Broadway Foxtrot,Konrad Elfers
507, New York,New York City,Broadway Freeze,Harvey Scales
508, New York,New York City,The Broadway Glide  (music  Bert Grant; lyrics  A. Seymour Brown),
509, New York,New York City,Broadway Gypsy Lady,Linda Clifford
510, New York,New York City,Broadway Here I Come,(from Smash)
511, New York,New York City,Broadway – Hollywood – Beverly Hills,Vengeance
512, New York,New York City,Broadway Hotel,Al Stewart
513, New York,New York City,A Broadway In Paree,Sigmund Romberg
514, New York,New York City,Broadway Indians (Broadway Indians of Mine),(music  Dave Stamper; lyrics  Gene Buck)
515, New York,New York City,Broadway Is a Tame Street,Chad Mitchell
516, New York,New York City,Broadway Joe,Mike Mainieri & Friends
517, New York,New York City,Broadway Jump,Slim Gaillard
518, New York,New York City,Broadway Jungle,The Flames
519, New York,New York City,Broadway Kisses,Junko Yagami
520, New York,New York City,Broadway Lady,Nat Adderley
521, New York,New York City,Broadway Life,Allen Harris Band
522, New York,New York City,Broadway Maladie,The Opposition
523, New York,New York City,Broadway Mambo,Perez Prado
524, New York,New York City,Broadway Melody,(from the 1929 film of the same name)
525, New York,New York City,Broadway Melody of 1974,Genesis
526, New York,New York City,Broadway Memories,Liza Minnelli
527, New York,New York City,A Broadway Musical,(from the musical A Broadway Musical)
528, New York,New York City,"Broadway, My Street","(from the musical 70, Girls, 70)"
529, New York,New York City,"Broadway, My Street",(from the musical Show Girl)
530, New York,New York City,Broadway Nights,Gerard Joling
531, New York,New York City,Broadway Nights,Rebel
532, New York,New York City,Broadway Nights From The Roof Garden,"Lee David, Maury Rubens, Sammy Timberg and Moe Jaffe"
533, New York,New York City,Broadway On Fire,Buster Brown
534, New York,New York City,Broadway One Step,Karl King
535, New York,New York City,Broadway Pirates,(music  Lew Pollack; lyrics  Sidney Clare)
536, New York,New York City,Broadway Rag,Scott Joplin
537, New York,New York City,Broadway Ramble,Earl Klugh
538, New York,New York City,Broadway Reverie,(music  Dave Stamper; lyrics  Gene Buck)
539, New York,New York City,Broadway Rheinlander,Gene Wisniewski
540, New York,New York City,Broadway Rhythm,Caroll Gibbons
541, New York,New York City,Broadway Rhythm,Kid Creole & The Coconuts
542, New York,New York City,Broadway Rose,Ted Lewis Jazz Band
543, New York,New York City,Broadway Sam,music  Leo Edwards; lyrics  Blanche Merrill
544, New York,New York City,Broadway School Days,from The Passing Show of 1916
545, New York,New York City,Broadway Serenade (For Every Lonely Heart),(from Broadway Serenade)
546, New York,New York City,The Broadway Show,Ludwig Englander; lyrics  J. Clarence Harvey and Sydney Rosenfeld
547, New York,New York City,Broadway (So Many People),Low
548, New York,New York City,Broadway Star,Barrabás
549, New York,New York City,Broadway Stroll,Manhattan Jazz Quintet
550, New York,New York City,The Broadway Swell and the Bowery Bum,Frank Harding
551, New York,New York City,Broadway To The Bridge,Philip D'Arrow
552, New York,New York City,The Broadway Triangle,music  Harry Carroll and Sigmund Romberg; lyrics  Harold Atteridge
553, New York,New York City,Broadway Twilight,(from BBC television series 'Play Away')
554, New York,New York City,Broadway Walk,Bob Womack
555, New York,New York City,Broadway Wedding Bells,(music  Carey Morgan; lyrics  Arthur Swanstrom and John Murray Anderson)
556, New York,New York City,The Broadway Whirl,(music  Harry Tierney; lyrics  Joseph McCarthy (lyricist))
557, New York,New York City,Broadway's Closer to Sunset Boulevard,Isley Jasper Isley
558, New York,New York City,Broadway's Not A Bad Place After All,Eddie Cantor and Harry Ru
559, New York,New York City,Broadway's Gone HillBilly,Ramona
560, New York,New York City,Broadway's Not Funky Anymore,Bob Patterson (musician) and the Mustangs
561, New York,New York City,The Bronx,Cold Crush Brothers
562, New York,New York City,The Bronx,Kurtis Blow
563, New York,New York City,Bronx And Brooklyn,Lady V (reggae)
564, New York,New York City,Bronx Bad Boys,Dave Valentin & Herbie Mann
565, New York,New York City,Bronx Baseball,XCrash
566, New York,New York City,The Bronx Bird Watcher,Allan Sherman
567, New York,New York City,Bronx Blue,Dave Pike
568, New York,New York City,Bronx Blues,Stan Getz & The Oscar Peterson Trio
569, New York,New York City,Bronx Bombers,Errol Holt
570, New York,New York City,Bronx Bombers,Grandmaster Flash
571, New York,New York City,Bronx Bull,D*Note
572, New York,New York City,Bronx Exit,Dave Grusin
573, New York,New York City,Bronx Fashion Dub,Prince Jammy
574, New York,New York City,Bronx In A Six,Sleaford Mods
575, New York,New York City,The Bronx Is Beautiful,Robert Klein
576, New York,New York City,Bronx Keeps Creating It,Fat Joe
577, New York,New York City,Bronx Nigga,Tim Dog
578, New York,New York City,Bronx Serenade,Bill O'Connell
579, New York,New York City,Bronx Tale,Fat Joe
580, New York,New York City,"Brookline (Brooklyn, A New York City)",Noel Pointer
581, New York,New York City,Brooklyn,(music  A. Baldwin Sloane; lyrics  E. Ray Goetz)
582, New York,New York City,Brooklyn,Bo Grumpus
583, New York,New York City,Brooklyn,Buckcherry
584, New York,New York City,Brooklyn,Carrie Rodriguez
585, New York,New York City,Brooklyn,Cashmere
586, New York,New York City,Brooklyn,Cody Jameson
587, New York,New York City,Brooklyn,DJ Romain & Matt Keys
588, New York,New York City,Brooklyn,"Fabolous, JayZ, Uncle Murda & Joell Ortiz"
589, New York,New York City,Brooklyn,Ehud Banai
590, New York,New York City,Brooklyn,Jesse Malin
591, New York,New York City,Brooklyn,John Henry Sheridan
592, New York,New York City,Brooklyn,MC Lyte
593, New York,New York City,Brooklyn,M.O.P.
594, New York,New York City,Brooklyn,Mos Def
595, New York,New York City,Brooklyn,Natalia Zukerman
596, New York,New York City,Brooklyn,Peter Gordon
597, New York,New York City,Brooklyn,Smoothe Da Hustler
598, New York,New York City,Brooklyn,They Might Be Giants
599, New York,New York City,Brooklyn,We're About 9
600, New York,New York City,Brooklyn,Wizz
601, New York,New York City,Brooklyn,Woodkid
602, New York,New York City,Brooklyn,Yasiin Bey
603, New York,New York City,Brooklyn,Youngblood Brass Band
604, New York,New York City,Brooklyn 'A' Train,Houztown/Basement Boys
605, New York,New York City,Brooklyn & Austin,Sara Evans
606, New York,New York City,Brooklyn and Jamaica,Morgan Heritage
607, New York,New York City,Brooklyn At Midnight,Stanley Jordan
608, New York,New York City,Brooklyn Babe,Dee Dee King
609, New York,New York City,Brooklyn Ba,Lana Del Rey
610, New York,New York City,(Brooklyn Baseball) Cantata,from 'Tis of Thee'  musical  Alex North
611, New York,New York City,Brooklyn Battles,Masta Ace
612, New York,New York City,Brooklyn Beats,Scotti Deep
613, New York,New York City,Brooklyn Blossom,Adrian Legg
614, New York,New York City,Brooklyn Blue,Big Rude Jake
615, New York,New York City,Brooklyn Blues,Barry Manilow
616, New York,New York City,Brooklyn Blues,Danny Gottlieb
617, New York,New York City,Brooklyn Blues,Evie Sands
618, New York,New York City,Brooklyn Bob,Jim McNeely
619, New York,New York City,Brooklyn Boogaloo,The Flamingos
620, New York,New York City,Brooklyn Boogie,Louis Prima
621, New York,New York City,Brooklyn Bounce,DaddyO
622, New York,New York City,Brooklyn Bound,The Black Keys
623, New York,New York City,Brooklyn Boy,Love Generation
624, New York,New York City,Brooklyn Breezes,Kashif (artist)
625, New York,New York City,Brooklyn Bridge,Bob Bare
626, New York,New York City,Brooklyn Bridge,Buck Owens
627, New York,New York City,Brooklyn Bridge,Carla Bley
628, New York,New York City,Brooklyn Bridge,Casey Neill
629, New York,New York City,Brooklyn Bridge,Darren Hanlon
630, New York,New York City,Brooklyn Bridge,Johnny Desmond
631, New York,New York City,Brooklyn Bridge,Lee DeWyze
632, New York,New York City,Brooklyn Bridge,MPhazes
633, New York,New York City,Brooklyn Bridge,Rolf Kuehn Group
634, New York,New York City,The Brooklyn Bridge,"Sammy Cahn (performed  Frank Sinatra, Mel Tormé, & others)"
635, New York,New York City,The Brooklyn Bridge Blues,Eric Andersen
636, New York,New York City,"Brooklyn, Brooklyn!",Lord Invader
637, New York,New York City,Brooklyn  the Sea,Mort Shuman
638, New York,New York City,Brooklyn Can Hear Your Bargain,Harriet Schock
639, New York,New York City,Brooklyn Days,The Pack featuring Johnny Maestro
640, New York,New York City,The Brooklyn Dodge,William Bolcom
641, New York,New York City,The Brooklyn Dodger Strike,from The First (musical)
642, New York,New York City,Brooklyn Dodgers,I Am The Avalanche
643, New York,New York City,Brooklyn Dodgers,Xiu Xiu
644, New York,New York City,Brooklyn Dodgers Polka,Conn. Twins Orchestra
645, New York,New York City,Brooklyn Dub,Prince Jammy
646, New York,New York City,Brooklyn Express,Brooklyn People
647, New York,New York City,Brooklyn Girl,Modern Folk Quartet
648, New York,New York City,Brooklyn Girl Jam,Poser (soca)
649, New York,New York City,Brooklyn Girls,Black 47
650, New York,New York City,Brooklyn Girls,Charles Hamilton
651, New York,New York City,Brooklyn Girls,Robbie Dupree
652, New York,New York City,Brooklyn Go Hard,JayZ feat. Santigold
653, New York,New York City,"Brooklyn, Goode",Black 47
654, New York,New York City,Brooklyn Grew Up,(from the musical Brooklyn)
655, New York,New York City,Brooklyn Groove,Euro Cinema
656, New York,New York City,Brooklyn Heights,Down to the Bone (band)
657, New York,New York City,Brooklyn Heights Boogie,Bob James
658, New York,New York City,Brooklyn Heights Stroll,Dick Hyman
659, New York,New York City,Brooklyn High,JayZ
660, New York,New York City,Brooklyn Hospitality,Tony Touch feat. Starang Wondah
661, New York,New York City,"Brooklyn (If You See Something, Say Something)",Taking Back Sunday
662, New York,New York City,Brooklyn in Da House,Funkerman
663, New York,New York City,Brooklyn in July,Joe Crookston
664, New York,New York City,Brooklyn in My Mind,Crooklyn Dodgers III
665, New York,New York City,Brooklyn in the Blood,(from the musical Brooklyn)
666, New York,New York City,Brooklyn in the Summer,Aloe Blacc
667, New York,New York City,Brooklyn (In the Heart of),3 the Hard Way
668, New York,New York City,Brooklyn Is A Submarine,Nick Monaco
669, New York,New York City,Brooklyn Is Burning,Head Automatica
670, New York,New York City,Brooklyn Keeps On Takin' It,Chop Shop
671, New York,New York City,Brooklyn Kids,Pete Townshend
672, New York,New York City,A Brooklyn Kind Of Life,Widow Prizum (hip hop)
673, New York,New York City,Brooklyn King,Masta Killa
674, New York,New York City,Brooklyn Kisses,Janice Robinson
675, New York,New York City,Brooklyn Miracle,Mike Heron
676, New York,New York City,Brooklyn Movements,Da Bush Babees
677, New York,New York City,Brooklyn Music,"DJ Cinema, Fabolous, Memphis Bleek"
678, New York,New York City,Brooklyn N.Y.C.,James Tragas
679, New York,New York City,Brooklyn Nights,Gregg Karukas
680, New York,New York City,Brooklyn on a Saturday Night,Neil Diamond
681, New York,New York City,Brooklyn on My Mind,The Blam
682, New York,New York City,Brooklyn (Original Old School),3 the Hard Way
683, New York,New York City,Brooklyn (Owes the Charmer Under Me),Steely Dan
684, New York,New York City,BrooklynParis (Transatlantikonexion),La Conspiration Featuring Widow Prizum (hip hop)
685, New York,New York City,Brooklyn Polka,Bill Gale (polka artist}
686, New York,New York City,Brooklyn Queens,3rd Bass
687, New York,New York City,Brooklyn Recycles,Brooklyn Funk Essentials
688, New York,New York City,Brooklyn Roads,Neil Diamond
689, New York,New York City,Brooklyn Rock,Joe Sydenham & Nikola Gala
690, New York,New York City,Brooklyn Rock,Lord Kitchener (calypsonian)
691, New York,New York City,Brooklyn Sky,Digable Planets
692, New York,New York City,Brooklyn Slide,Los Straitjackets
693, New York,New York City,Brooklyn Special,R Zee Jackson (reggae)
694, New York,New York City,Brooklyn Stars,Matt Pond PA
695, New York,New York City,Brooklyn Steakhouse,Bumblefoot
696, New York,New York City,Brooklyn Style,Ossie Hibbert
697, New York,New York City,Brooklyn Style,Choice MC's
698, New York,New York City,Brooklyn Style...Laid Out,Big Daddy Kane
699, New York,New York City,Brooklyn to Broadway,Pino Donaggio
700, New York,New York City,Brooklyn To L.A.,Doctor Ice
